0.85 -70.0736 -70.081 -70.0853 -70.0853 -70.0925 -70.0954 -70.0954 -70.0979 -70.1013 -70.1024 -70.1027
0.86 -70.0742 -70.0816 -70.0859 -70.0859 -70.0931 -70.096 -70.096 -70.0985 -70.102 -70.103 -70.1033
0.87 -70.0748 -70.0822 -70.0865 -70.0865 -70.0937 -70.0966 -70.0966 -70.0991 -70.1026 -70.1036 -70.1039
0.88 -70.0753 -70.0828 -70.0871 -70.0871 -70.0943 -70.0972 -70.0972 -70.0997 -70.1032 -70.1042 -70.1045
0.89 -70.0759 -70.0834 -70.0877 -70.0877 -70.0949 -70.0978 -70.0978 -70.1003 -70.1038 -70.1048 -70.1051
0.9 -70.0765 -70.0839 -70.0883 -70.0883 -70.0955 -70.0984 -70.0984 -70.1009 -70.1044 -70.1054 -70.1057
0.91 -70.0771 -70.0845 -70.0888 -70.0888 -70.0961 -70.099 -70.099 -70.1015 -70.105 -70.106 -70.1063
0.92 -70.0776 -70.0851 -70.0894 -70.0894 -70.0967 -70.0996 -70.0996 -70.102 -70.1056 -70.1066 -70.1069
0.93 -70.0782 -70.0857 -70.09 -70.09 -70.0972 -70.1002 -70.1002 -70.1026 -70.1062 -70.1072 -70.1075
0.94 -70.0788 -70.0862 -70.0906 -70.0906 -70.0978 -70.1008 -70.1008 -70.1032 -70.1067 -70.1078 -70.1081
0.95 -70.0793 -70.0868 -70.0911 -70.0911 -70.0984 -70.1013 -70.1013 -70.1038 -70.1073 -70.1084 -70.1087
0.96 -70.0799 -70.0874 -70.0917 -70.0917 -70.099 -70.1019 -70.1019 -70.1044 -70.1079 -70.109 -70.1093
0.97 -70.0804 -70.0879 -70.0923 -70.0923 -70.0995 -70.1025 -70.1025 -70.1049 -70.1085 -70.1095 -70.1098
0.98 -70.081 -70.0885 -70.0928 -70.0928 -70.1001 -70.1031 -70.1031 -70.1055 -70.1091 -70.1101 -70.1104
0.99 -70.0815 -70.089 -70.0934 -70.0934 -70.1007 -70.1036 -70.1036 -70.1061 -70.1096 -70.1107 -70.111
1 -70.0821 -70.0896 -70.0939 -70.0939 -70.1012 -70.1042 -70.1042 -70.1067 -70.1102 -70.1113 -70.1116
1.01 -70.0826 -70.0902 -70.0945 -70.0945 -70.1018 -70.1047 -70.1047 -70.1072 -70.1108 -70.1118 -70.1121
1.02 -70.0832 -70.0907 -70.0951 -70.0951 -70.1024 -70.1053 -70.1053 -70.1078 -70.1113 -70.1124 -70.1127
1.03 -70.0837 -70.0912 -70.0956 -70.0956 -70.1029 -70.1059 -70.1059 -70.1083 -70.1119 -70.113 -70.1133
1.04 -70.0843 -70.0918 -70.0961 -70.0961 -70.1035 -70.1064 -70.1064 -70.1089 -70.1125 -70.1135 -70.1138
1.05 -70.0848 -70.0923 -70.0967 -70.0967 -70.104 -70.107 -70.107 -70.1095 -70.113 -70.1141 -70.1144
1.06 -70.0853 -70.0929 -70.0972 -70.0972 -70.1046 -70.1075 -70.1075 -70.11 -70.1136 -70.1146 -70.1149
1.07 -70.0859 -70.0934 -70.0978 -70.0978 -70.1051 -70.1081 -70.1081 -70.1106 -70.1141 -70.1152 -70.1155
1.08 -70.0864 -70.0939 -70.0983 -70.0983 -70.1056 -70.1086 -70.1086 -70.1111 -70.1147 -70.1157 -70.1161
1.09 -70.0869 -70.0945 -70.0988 -70.0988 -70.1062 -70.1091 -70.1091 -70.1116 -70.1152 -70.1163 -70.1166
1.1 -70.0874 -70.095 -70.0994 -70.0994 -70.1067 -70.1097 -70.1097 -70.1122 -70.1158 -70.1168 -70.1171
1.11 -70.088 -70.0955 -70.0999 -70.0999 -70.1073 -70.1102 -70.1102 -70.1127 -70.1163 -70.1174 -70.1177
1.12 -70.0885 -70.0961 -70.1004 -70.1004 -70.1078 -70.1108 -70.1108 -70.1133 -70.1168 -70.1179 -70.1182
1.13 -70.089 -70.0966 -70.101 -70.101 -70.1083 -70.1113 -70.1113 -70.1138 -70.1174 -70.1185 -70.1188
1.14 -70.0895 -70.0971 -70.1015 -70.1015 -70.1088 -70.1118 -70.1118 -70.1143 -70.1179 -70.119 -70.1193
1.15 -70.09 -70.0976 -70.102 -70.102 -70.1094 -70.1124 -70.1124 -70.1149 -70.1184 -70.1195 -70.1198
1.16 -70.0906 -70.0981 -70.1025 -70.1025 -70.1099 -70.1129 -70.1129 -70.1154 -70.119 -70.1201 -70.1204
1.17 -70.0911 -70.0987 -70.103 -70.103 -70.1104 -70.1134 -70.1134 -70.1159 -70.1195 -70.1206 -70.1209
1.18 -70.0916 -70.0992 -70.1036 -70.1036 -70.1109 -70.1139 -70.1139 -70.1164 -70.12 -70.1211 -70.1214
1.19 -70.0921 -70.0997 -70.1041 -70.1041 -70.1115 -70.1144 -70.1144 -70.117 -70.1206 -70.1216 -70.122
1.2 -70.0926 -70.1002 -70.1046 -70.1046 -70.112 -70.115 -70.115 -70.1175 -70.1211 -70.1222 -70.1225
1.21 -70.0931 -70.1007 -70.1051 -70.1051 -70.1125 -70.1155 -70.1155 -70.118 -70.1216 -70.1227 -70.123
1.22 -70.0936 -70.1012 -70.1056 -70.1056 -70.113 -70.116 -70.116 -70.1185 -70.1221 -70.1232 -70.1235
1.23 -70.0941 -70.1017 -70.1061 -70.1061 -70.1135 -70.1165 -70.1165 -70.119 -70.1226 -70.1237 -70.124
1.24 -70.0946 -70.1022 -70.1066 -70.1066 -70.114 -70.117 -70.117 -70.1195 -70.1231 -70.1242 -70.1246
1.25 -70.0951 -70.1027 -70.1071 -70.1071 -70.1145 -70.1175 -70.1175 -70.12 -70.1237 -70.1248 -70.1251
1.26 -70.0956 -70.1032 -70.1076 -70.1076 -70.115 -70.118 -70.118 -70.1205 -70.1242 -70.1253 -70.1256
1.27 -70.0961 -70.1037 -70.1081 -70.1081 -70.1155 -70.1185 -70.1185 -70.121 -70.1247 -70.1258 -70.1261
1.28 -70.0966 -70.1042 -70.1086 -70.1086 -70.116 -70.119 -70.119 -70.1216 -70.1252 -70.1263 -70.1266
1.29 -70.0971 -70.1047 -70.1091 -70.1091 -70.1165 -70.1195 -70.1195 -70.1221 -70.1257 -70.1268 -70.1271
1.3 -70.0975 -70.1052 -70.1096 -70.1096 -70.117 -70.12 -70.12 -70.1226 -70.1262 -70.1273 -70.1276
1.31 -70.098 -70.1057 -70.1101 -70.1101 -70.1175 -70.1205 -70.1205 -70.123 -70.1267 -70.1278 -70.1281
1.32 -70.0985 -70.1062 -70.1106 -70.1106 -70.118 -70.121 -70.121 -70.1235 -70.1272 -70.1283 -70.1286
1.33 -70.099 -70.1066 -70.1111 -70.1111 -70.1185 -70.1215 -70.1215 -70.124 -70.1277 -70.1288 -70.1291
1.34 -70.0995 -70.1071 -70.1116 -70.1116 -70.119 -70.122 -70.122 -70.1245 -70.1282 -70.1293 -70.1296
1.35 -70.1 -70.1076 -70.112 -70.112 -70.1195 -70.1225 -70.1225 -70.125 -70.1287 -70.1298 -70.1301
1.36 -70.1004 -70.1081 -70.1125 -70.1125 -70.12 -70.123 -70.123 -70.1255 -70.1291 -70.1303 -70.1306
1.37 -70.1009 -70.1086 -70.113 -70.113 -70.1204 -70.1235 -70.1235 -70.126 -70.1296 -70.1307 -70.1311
1.38 -70.1014 -70.109 -70.1135 -70.1135 -70.1209 -70.1239 -70.1239 -70.1265 -70.1301 -70.1312 -70.1316
1.39 -70.1019 -70.1095 -70.114 -70.114 -70.1214 -70.1244 -70.1244 -70.127 -70.1306 -70.1317 -70.132
1.4 -70.1023 -70.11 -70.1144 -70.1144 -70.1219 -70.1249 -70.1249 -70.1274 -70.1311 -70.1322 -70.1325
1.41 -70.1028 -70.1105 -70.1149 -70.1149 -70.1224 -70.1254 -70.1254 -70.1279 -70.1316 -70.1327 -70.133
1.42 -70.1033 -70.1109 -70.1154 -70.1154 -70.1228 -70.1259 -70.1259 -70.1284 -70.1321 -70.1332 -70.1335
1.43 -70.1037 -70.1114 -70.1159 -70.1159 -70.1233 -70.1263 -70.1263 -70.1289 -70.1325 -70.1336 -70.134
1.44 -70.1042 -70.1119 -70.1163 -70.1163 -70.1238 -70.1268 -70.1268 -70.1294 -70.133 -70.1341 -70.1344
1.45 -70.1047 -70.1123 -70.1168 -70.1168 -70.1243 -70.1273 -70.1273 -70.1298 -70.1335 -70.1346 -70.1349
1.46 -70.1051 -70.1128 -70.1173 -70.1173 -70.1247 -70.1278 -70.1278 -70.1303 -70.134 -70.1351 -70.1354
1.47 -70.1056 -70.1133 -70.1177 -70.1177 -70.1252 -70.1282 -70.1282 -70.1308 -70.1344 -70.1355 -70.1359
1.48 -70.106 -70.1137 -70.1182 -70.1182 -70.1257 -70.1287 -70.1287 -70.1312 -70.1349 -70.136 -70.1363
1.49 -70.1065 -70.1142 -70.1186 -70.1186 -70.1261 -70.1292 -70.1292 -70.1317 -70.1354 -70.1365 -70.1368
1.5 -70.107 -70.1147 -70.1191 -70.1191 -70.1266 -70.1296 -70.1296 -70.1322 -70.1358 -70.137 -70.1373
1.51 -70.1074 -70.1151 -70.1196 -70.1196 -70.1271 -70.1301 -70.1301 -70.1326 -70.1363 -70.1374 -70.1377
1.52 -70.1079 -70.1156 -70.12 -70.12 -70.1275 -70.1305 -70.1305 -70.1331 -70.1368 -70.1379 -70.1382
1.53 -70.1083 -70.116 -70.1205 -70.1205 -70.128 -70.131 -70.131 -70.1336 -70.1372 -70.1383 -70.1387
1.54 -70.1088 -70.1165 -70.1209 -70.1209 -70.1284 -70.1315 -70.1315 -70.134 -70.1377 -70.1388 -70.1391
1.55 -70.1092 -70.1169 -70.1214 -70.1214 -70.1289 -70.1319 -70.1319 -70.1345 -70.1381 -70.1393 -70.1396
1.56 -70.1097 -70.1174 -70.1218 -70.1218 -70.1293 -70.1324 -70.1324 -70.1349 -70.1386 -70.1397 -70.14
1.57 -70.1101 -70.1178 -70.1223 -70.1223 -70.1298 -70.1328 -70.1328 -70.1354 -70.1391 -70.1402 -70.1405
1.58 -70.1106 -70.1183 -70.1227 -70.1227 -70.1302 -70.1333 -70.1333 -70.1358 -70.1395 -70.1406 -70.141
1.59 -70.111 -70.1187 -70.1232 -70.1232 -70.1307 -70.1337 -70.1337 -70.1363 -70.14 -70.1411 -70.1414
1.6 -70.1114 -70.1192 -70.1236 -70.1236 -70.1311 -70.1342 -70.1342 -70.1367 -70.1404 -70.1415 -70.1419
1.61 -70.1119 -70.1196 -70.1241 -70.1241 -70.1316 -70.1346 -70.1346 -70.1372 -70.1409 -70.142 -70.1423
1.62 -70.1123 -70.12 -70.1245 -70.1245 -70.132 -70.1351 -70.1351 -70.1376 -70.1413 -70.1424 -70.1428
1.63 -70.1128 -70.1205 -70.125 -70.125 -70.1325 -70.1355 -70.1355 -70.1381 -70.1418 -70.1429 -70.1432
1.64 -70.1132 -70.1209 -70.1254 -70.1254 -70.1329 -70.136 -70.136 -70.1385 -70.1422 -70.1433 -70.1437
1.65 -70.1136 -70.1214 -70.1258 -70.1258 -70.1334 -70.1364 -70.1364 -70.139 -70.1427 -70.1438 -70.1441
1.66 -70.1141 -70.1218 -70.1263 -70.1263 -70.1338 -70.1368 -70.1368 -70.1394 -70.1431 -70.1442 -70.1446
1.67 -70.1145 -70.1222 -70.1267 -70.1267 -70.1342 -70.1373 -70.1373 -70.1399 -70.1435 -70.1447 -70.145
1.68 -70.1149 -70.1227 -70.1272 -70.1272 -70.1347 -70.1377 -70.1377 -70.1403 -70.144 -70.1451 -70.1454
1.69 -70.1154 -70.1231 -70.1276 -70.1276 -70.1351 -70.1382 -70.1382 -70.1407 -70.1444 -70.1456 -70.1459
1.7 -70.1158 -70.1235 -70.128 -70.128 -70.1356 -70.1386 -70.1386 -70.1412 -70.1449 -70.146 -70.1463
1.71 -70.1162 -70.124 -70.1285 -70.1285 -70.136 -70.139 -70.139 -70.1416 -70.1453 -70.1464 -70.1468
1.72 -70.1166 -70.1244 -70.1289 -70.1289 -70.1364 -70.1395 -70.1395 -70.142 -70.1457 -70.1469 -70.1472
1.73 -70.1171 -70.1248 -70.1293 -70.1293 -70.1368 -70.1399 -70.1399 -70.1425 -70.1462 -70.1473 -70.1476
1.74 -70.1175 -70.1253 -70.1297 -70.1297 -70.1373 -70.1403 -70.1403 -70.1429 -70.1466 -70.1477 -70.1481
1.75 -70.1179 -70.1257 -70.1302 -70.1302 -70.1377 -70.1408 -70.1408 -70.1433 -70.147 -70.1482 -70.1485
1.76 -70.1183 -70.1261 -70.1306 -70.1306 -70.1381 -70.1412 -70.1412 -70.1438 -70.1475 -70.1486 -70.1489
1.77 -70.1188 -70.1265 -70.131 -70.131 -70.1386 -70.1416 -70.1416 -70.1442 -70.1479 -70.149 -70.1494
1.78 -70.1192 -70.1269 -70.1314 -70.1314 -70.139 -70.142 -70.142 -70.1446 -70.1483 -70.1495 -70.1498
1.79 -70.1196 -70.1274 -70.1319 -70.1319 -70.1394 -70.1425 -70.1425 -70.145 -70.1487 -70.1499 -70.1502
1.8 -70.12 -70.1278 -70.1323 -70.1323 -70.1398 -70.1429 -70.1429 -70.1455 -70.1492 -70.1503 -70.1506
1.81 -70.1204 -70.1282 -70.1327 -70.1327 -70.1403 -70.1433 -70.1433 -70.1459 -70.1496 -70.1507 -70.1511
1.82 -70.1209 -70.1286 -70.1331 -70.1331 -70.1407 -70.1437 -70.1437 -70.1463 -70.15 -70.1512 -70.1515
1.83 -70.1213 -70.129 -70.1335 -70.1335 -70.1411 -70.1442 -70.1442 -70.1467 -70.1504 -70.1516 -70.1519
1.84 -70.1217 -70.1295 -70.134 -70.134 -70.1415 -70.1446 -70.1446 -70.1471 -70.1509 -70.152 -70.1523
1.85 -70.1221 -70.1299 -70.1344 -70.1344 -70.1419 -70.145 -70.145 -70.1476 -70.1513 -70.1524 -70.1528
1.86 -70.1225 -70.1303 -70.1348 -70.1348 -70.1423 -70.1454 -70.1454 -70.148 -70.1517 -70.1528 -70.1532
1.87 -70.1229 -70.1307 -70.1352 -70.1352 -70.1428 -70.1458 -70.1458 -70.1484 -70.1521 -70.1533 -70.1536
1.88 -70.1233 -70.1311 -70.1356 -70.1356 -70.1432 -70.1462 -70.1462 -70.1488 -70.1525 -70.1537 -70.154
1.89 -70.1237 -70.1315 -70.136 -70.136 -70.1436 -70.1466 -70.1466 -70.1492 -70.153 -70.1541 -70.1544
1.9 -70.1241 -70.1319 -70.1364 -70.1364 -70.144 -70.1471 -70.1471 -70.1496 -70.1534 -70.1545 -70.1548
1.91 -70.1246 -70.1323 -70.1368 -70.1368 -70.1444 -70.1475 -70.1475 -70.1501 -70.1538 -70.1549 -70.1552
1.92 -70.125 -70.1327 -70.1372 -70.1372 -70.1448 -70.1479 -70.1479 -70.1505 -70.1542 -70.1553 -70.1557
1.93 -70.1254 -70.1331 -70.1377 -70.1377 -70.1452 -70.1483 -70.1483 -70.1509 -70.1546 -70.1557 -70.1561
1.94 -70.1258 -70.1336 -70.1381 -70.1381 -70.1456 -70.1487 -70.1487 -70.1513 -70.155 -70.1562 -70.1565
1.95 -70.1262 -70.134 -70.1385 -70.1385 -70.146 -70.1491 -70.1491 -70.1517 -70.1554 -70.1566 -70.1569
1.96 -70.1266 -70.1344 -70.1389 -70.1389 -70.1464 -70.1495 -70.1495 -70.1521 -70.1558 -70.157 -70.1573
1.97 -70.127 -70.1348 -70.1393 -70.1393 -70.1468 -70.1499 -70.1499 -70.1525 -70.1562 -70.1574 -70.1577
1.98 -70.1274 -70.1352 -70.1397 -70.1397 -70.1472 -70.1503 -70.1503 -70.1529 -70.1566 -70.1578 -70.1581
1.99 -70.1278 -70.1356 -70.1401 -70.1401 -70.1477 -70.1507 -70.1507 -70.1533 -70.157 -70.1582 -70.1585
2 -70.1282 -70.136 -70.1405 -70.1405 -70.1481 -70.1511 -70.1511 -70.1537 -70.1574 -70.1586 -70.1589
2.01 -70.1286 -70.1364 -70.1409 -70.1409 -70.1485 -70.1515 -70.1515 -70.1541 -70.1578 -70.159 -70.1593
2.02 -70.129 -70.1368 -70.1413 -70.1413 -70.1489 -70.1519 -70.1519 -70.1545 -70.1582 -70.1594 -70.1597
2.03 -70.1293 -70.1371 -70.1417 -70.1417 -70.1492 -70.1523 -70.1523 -70.1549 -70.1586 -70.1598 -70.1601
